video_id,trending_date,views,likes,comment_count,previous_views,view_growth,view_growth_pct,view_velocity,engagement_rate,growth_score,engagement_score,trend_velocity_score,trend_status,velocity_percentile,engagement_percentile,emerging_trend_score,emerging_status,trend_alert,first_trending_date,days_since_first_trending,emerging_date,time_to_trend_days
-2qGKp-Jp8c,2018-01-05,123883,2412,104,101830.0,22053.0,21.65668270647157,0.21656682706471572,2.0309485562990885,42.18549127640037,65.43504901960785,49.16035859936261,Growing,42.18549127640037,65.43504901960785,51.48531437368336,Growing,False,2018-01-03,2,2018-01-04,1.0
-3FaXkFBUDo,2018-01-05,173799,17351,2249,,,,,11.27739515187084,,97.40196078431373,,,,97.40196078431373,,,False,2018-01-05,0,2018-01-06,1.0
-3FaXkFBUDo,2018-01-06,349991,23809,2694,173799.0,176192.0,101.37687788767484,1.0137687788767484,7.572480435211191,89.8561371288644,92.24877450980392,90.57392834314625,Viral,89.8561371288644,92.24877450980392,90.8131920812402,Hot,True,2018-01-05,1,2018-01-06,1.0
-3FaXkFBUDo,2018-01-07,435202,27264,3065,349991.0,85211.0,24.346626056098586,0.24346626056098586,6.968947752997459,46.43403734312825,90.80882352941177,59.7464731990133,Growing,46.43403734312825,90.80882352941177,64.18395181764166,Emerging,True,2018-01-05,2,2018-01-06,1.0
-3FaXkFBUDo,2018-01-08,527937,30510,3234,435202.0,92735.0,21.308495824927277,0.21308495824927276,6.391671733559118,41.54269972451791,89.33210784313725,55.879522160103704,Growing,41.54269972451791,89.33210784313725,60.65846297196565,Emerging,True,2018-01-05,3,2018-01-06,1.0
-3iXPJwKItI,2018-03-10,151403,452,86,,,,,0.3553430249070362,,16.50735294117647,,,,16.50735294117647,,,False,2018-03-10,0,2018-03-11,1.0
-3iXPJwKItI,2018-03-11,542524,1268,277,151403.0,391121.0,258.3310766629459,2.583310766629459,0.2847800281646526,98.62871135598408,11.920955882352942,72.61638471389473,Hot,98.62871135598408,11.920955882352942,63.94560916653162,Emerging,True,2018-03-10,1,2018-03-11,1.0
-3iXPJwKItI,2018-03-12,691422,1536,397,542524.0,148898.0,27.445421769359513,0.2744542176935951,0.27956877276106346,50.55402509947965,11.565563725490197,38.857486687282815,Normal,50.55402509947965,11.565563725490197,34.95864054988387,Normal,False,2018-03-10,2,2018-03-11,1.0
-3iXPJwKItI,2018-03-13,787938,1699,402,691422.0,96516.0,13.95905828857051,0.1395905828857051,0.2666453451921344,27.260483624119985,10.793504901960786,22.320390007472223,Normal,27.260483624119985,10.793504901960786,20.673692135256303,Normal,False,2018-03-10,3,2018-03-11,1.0
-3iXPJwKItI,2018-03-14,863938,1773,424,787938.0,76000.0,9.64542895507007,0.0964542895507007,0.2543006558340992,17.692072237526784,10.067401960784315,15.404671154504044,Normal,17.692072237526784,10.067401960784315,14.642204126829796,Normal,False,2018-03-10,4,2018-03-11,1.0
-3p8qT-Mzhk,2018-03-09,41431,326,13,,,,,0.8182278969853493,,42.41421568627451,,,,42.41421568627451,,,False,2018-03-09,0,2018-03-10,1.0
-3p8qT-Mzhk,2018-03-10,113026,540,19,41431.0,71595.0,172.8053872704014,1.728053872704014,0.4945764691309964,96.27793082338538,25.753676470588232,75.12065451754623,Hot,96.27793082338538,25.753676470588232,68.06822908226651,Emerging,True,2018-03-09,1,2018-03-10,1.0
-4K-rcHrmQ0,2018-05-06,566625,4365,329,,,,,0.8284138539598499,,42.78799019607843,,,,42.78799019607843,,,False,2018-05-06,0,2018-05-07,1.0
-4K-rcHrmQ0,2018-05-07,1340076,6787,444,566625.0,773451.0,136.50138980807412,1.3650138980807411,0.53959626170456,94.20875420875421,28.526348039215687,74.50403235789265,Hot,94.20875420875421,28.526348039215687,67.9357917409388,Emerging,True,2018-05-06,1,2018-05-07,1.0
-4K-rcHrmQ0,2018-05-08,1558451,7391,538,1340076.0,218375.0,16.2957175563177,0.16295717556317701,0.5087744176749863,32.206917661463116,26.61764705882353,30.53013648067124,Normal,32.206917661463116,26.61764705882353,29.97120942040728,Normal,False,2018-05-06,2,2018-05-07,1.0
-4jg6R-DPww,2018-04-01,247202,3316,289,,,,,1.4583215346154157,,57.7389705882353,,,,57.7389705882353,,,False,2018-04-01,0,2018-04-02,1.0
-4jg6R-DPww,2018-04-02,599734,5285,427,247202.0,352532.0,142.60887856894362,1.4260887856894362,0.9524222405266335,94.68013468013467,46.85049019607843,80.33124133491779,Viral,94.68013468013467,46.85049019607843,75.54827688651218,Emerging,True,2018-04-01,1,2018-04-02,1.0
