video_id,trending_date,views,likes,comment_count,previous_views,view_growth,view_growth_pct,view_velocity,engagement_rate,growth_score,engagement_score,trend_velocity_score,trend_status,velocity_percentile,engagement_percentile,emerging_trend_score,emerging_status,trend_alert,first_trending_date,days_since_first_trending,emerging_date,time_to_trend_days
8569cjQAjms,2017-12-03,55157,950,228,33861.0,21296.0,62.892413100617226,0.6289241310061723,2.1357216672407855,78.18181818181819,66.55024509803921,74.69234625668449,Hot,78.18181818181819,66.55024509803921,73.5291889483066,Emerging,True,2017-12-02,1,2017-12-03,1.0
86A9WMFoqCk,2018-02-04,48605,1578,99,,,,,3.4502623186914922,,77.1109068627451,,,,77.1109068627451,,,False,2018-02-04,0,2018-02-05,1.0
86A9WMFoqCk,2018-02-05,167589,3082,189,48605.0,118984.0,244.797860302438,2.44797860302438,1.951798745741069,98.40832568105296,64.52205882352942,88.24244562379589,Viral,98.40832568105296,64.52205882352942,84.85381893804353,Hot,True,2018-02-04,1,2018-02-05,1.0
86A9WMFoqCk,2018-02-06,205123,3422,202,167589.0,37534.0,22.396458001420143,0.22396458001420144,1.7667448311500904,43.42209978573615,62.24571078431372,49.06918308530942,Growing,43.42209978573615,62.24571078431372,50.95154418516718,Growing,False,2018-02-04,2,2018-02-05,1.0
86VjgW1wDfI,2018-02-22,773058,16175,1307,,,,,2.2614085877126944,,67.82475490196079,,,,67.82475490196079,,,False,2018-02-22,0,2018-02-23,1.0
86VjgW1wDfI,2018-02-23,1242316,20923,1660,773058.0,469258.0,60.70152562938357,0.6070152562938357,1.817814469104479,77.14110805019897,62.92892156862745,72.87745210572751,Hot,77.14110805019897,62.92892156862745,71.45623345757036,Emerging,True,2018-02-22,1,2018-02-23,1.0
87yjqtuK1RU,2018-02-17,120224,1469,87,,,,,1.294250731966995,,55.00919117647059,,,,55.00919117647059,,,False,2018-02-17,0,2018-02-18,1.0
87yjqtuK1RU,2018-02-18,208433,1842,99,120224.0,88209.0,73.37054165557626,0.7337054165557626,0.931234497416436,82.78543005815733,46.24080882352941,71.82204368776895,Hot,82.78543005815733,46.24080882352941,68.16758156430616,Emerging,True,2018-02-17,1,2018-02-18,1.0
88-AWKZzH7I,2018-04-16,292496,22135,1774,,,,,8.174128876976097,,93.50490196078431,,,,93.50490196078431,,,False,2018-04-16,0,2018-04-17,1.0
88-AWKZzH7I,2018-04-16,292496,22136,1774,292496.0,0.0,0.0,0.0,8.174470761993327,1.144781144781145,93.5110294117647,28.854655624876212,Normal,1.144781144781145,93.5110294117647,38.09128045157456,Normal,False,2018-04-16,0,2018-04-17,1.0
88-AWKZzH7I,2018-04-17,529505,28133,2137,292496.0,237009.0,81.02982604890323,0.8102982604890323,5.716659899339949,85.34435261707989,87.04656862745098,85.85501742019122,Viral,85.34435261707989,87.04656862745098,86.02523902122833,Hot,True,2018-04-16,1,2018-04-17,1.0
88-AWKZzH7I,2018-04-17,529505,28134,2137,529505.0,0.0,0.0,0.0,5.716848754969264,1.144781144781145,87.04963235294117,26.916236507229154,Normal,1.144781144781145,87.04963235294117,35.506721628045156,Normal,False,2018-04-16,1,2018-04-17,1.0
88-AWKZzH7I,2018-04-18,695860,30739,2349,529505.0,166355.0,31.41707821455888,0.3141707821455888,4.754979449889345,55.267829813284365,83.49571078431373,63.73619410459317,Hot,55.267829813284365,83.49571078431373,66.55898220169611,Emerging,True,2018-04-16,2,2018-04-17,1.0
88-AWKZzH7I,2018-04-19,778658,32104,2499,695860.0,82798.0,11.898657775989422,0.11898657775989423,4.443927886183665,22.895622895622896,82.16299019607844,40.675833085759564,Growing,22.895622895622896,82.16299019607844,46.60256981580511,Growing,False,2018-04-16,3,2018-04-17,1.0
89BgqRBja4U,2018-01-21,65796,2127,160,,,,,3.4758951911970337,,77.24264705882354,,,,77.24264705882354,,,False,2018-01-21,0,2018-01-22,1.0
89BgqRBja4U,2018-01-22,91547,2580,178,65796.0,25751.0,39.1376375463554,0.39137637546355397,3.0126601636317956,62.7242118151209,74.18198529411765,66.16154385881993,Hot,62.7242118151209,74.18198529411765,67.3073212067196,Emerging,True,2018-01-21,1,2018-01-22,1.0
89OP78l9oF0,2017-12-14,2110582,15604,2177,,,,,0.842469044083575,,43.275122549019606,,,,43.275122549019606,,,False,2017-12-14,0,2017-12-15,1.0
89OP78l9oF0,2017-12-15,3819497,24081,3310,2110582.0,1708915.0,80.96889862606618,0.8096889862606618,0.7171363140225009,85.33210896847261,38.471200980392155,71.27383657204847,Hot,85.33210896847261,38.471200980392155,66.58774577324043,Emerging,True,2017-12-14,1,2017-12-15,1.0
89uI4dXHDVk,2018-03-12,131035,659,161,,,,,0.6257870034723547,,33.67953431372549,,,,33.67953431372549,,,False,2018-03-12,0,2018-03-13,1.0
89uI4dXHDVk,2018-03-13,232773,1016,253,131035.0,101738.0,77.64185141374442,0.7764185141374442,0.5451663208361794,84.34649525558616,28.87561274509804,67.70523050243972,Hot,84.34649525558616,28.87561274509804,62.15814225139091,Emerging,True,2018-03-12,1,2018-03-13,1.0
89uI4dXHDVk,2018-03-14,336565,1294,336,232773.0,103792.0,44.58936388670507,0.44589363886705075,0.4843046662606034,67.089072543618,25.14093137254902,54.5046301922973,Growing,67.089072543618,25.14093137254902,50.309816075190405,Growing,False,2018-03-12,2,2018-03-13,1.0
8Abu_lCL6c0,2018-01-21,205939,1211,764,,,,,0.9590218462748678,,47.012867647058826,,,,47.012867647058826,,,False,2018-01-21,0,2018-01-22,1.0
8Abu_lCL6c0,2018-01-22,337801,1556,915,205939.0,131862.0,64.02963984480841,0.6402963984480842,0.7314957622979209,78.81848790939699,39.16360294117647,66.92202241893084,Hot,78.81848790939699,39.16360294117647,62.95653392210878,Emerging,True,2018-01-21,1,2018-01-22,1.0
8Abu_lCL6c0,2018-01-23,391690,1671,946,337801.0,53889.0,15.952883502417103,0.15952883502417103,0.6681304092522148,31.4845423936333,35.92524509803921,32.81675320495507,Normal,31.4845423936333,35.92524509803921,33.26082347539567,Normal,False,2018-01-21,2,2018-01-22,1.0
8Ah68MjWODE,2018-05-11,743217,23937,1198,,,,,3.3819194124999834,,76.71875,,,,76.71875,,,False,2018-05-11,0,2018-05-12,1.0
8Ah68MjWODE,2018-05-12,1153561,27169,1348,743217.0,410344.0,55.211869480918764,0.5521186948091876,2.4720842677587056,74.12304866850322,70.0030637254902,72.88705318559931,Hot,74.12304866850322,70.0030637254902,72.475054691298,Emerging,True,2018-05-11,1,2018-05-12,1.0
8COpSoA1xis,2018-01-13,51640,446,26,,,,,0.9140201394268009,,45.65870098039216,,,,45.65870098039216,,,False,2018-01-13,0,2018-01-14,1.0
8COpSoA1xis,2018-01-14,84339,629,68,51640.0,32699.0,63.32106893880712,0.6332106893880712,0.8264266827920653,78.42056932966024,42.69914215686275,67.70414117782099,Hot,78.42056932966024,42.69914215686275,64.13199846054124,Emerging,True,2018-01-13,1,2018-01-14,1.0
8D1fLSgvFnc,2018-05-29,156862,2157,235,,,,,1.5249072433094057,,58.8296568627451,,,,58.8296568627451,,,False,2018-05-29,0,2018-05-30,1.0
8D1fLSgvFnc,2018-05-30,446372,4299,486,156862.0,289510.0,184.56350167663297,1.8456350167663296,1.0719758407785436,96.80440771349862,50.107230392156865,82.79525451709608,Viral,96.80440771349862,50.107230392156865,78.12553678496192,Emerging,True,2018-05-29,1,2018-05-30,1.0
8D1fLSgvFnc,2018-05-31,908387,6541,754,446372.0,462015.0,103.50447608720977,1.0350447608720976,0.8030718185090716,90.21120293847567,41.825980392156865,75.69563617458002,Hot,90.21120293847567,41.825980392156865,70.85711391994815,Emerging,True,2018-05-29,2,2018-05-30,1.0
8D1fLSgvFnc,2018-06-01,1029679,7157,779,908387.0,121292.0,13.352458808855697,0.13352458808855697,0.770725633911151,26.060606060606062,40.68014705882353,30.4464683600713,Normal,26.060606060606062,40.68014705882353,31.90842245989305,Normal,False,2018-05-29,3,2018-05-30,1.0
8D1fLSgvFnc,2018-06-02,1308250,8514,932,1029679.0,278571.0,27.054159597311394,0.27054159597311395,0.7220332505255111,50.03979185797368,38.74080882352941,46.6500969476404,Growing,50.03979185797368,38.74080882352941,45.52019864419597,Growing,False,2018-05-29,4,2018-05-30,1.0
8Dw7KC7ilQo,2018-05-02,109382,246,24,,,,,0.24684134501106214,,9.61703431372549,,,,9.61703431372549,,,False,2018-05-02,0,2018-05-03,1.0
8Dw7KC7ilQo,2018-05-03,393570,733,64,109382.0,284188.0,259.8124005777916,2.5981240057779162,0.20250527225144194,98.6593204775023,6.881127450980393,71.12586256954573,Hot,98.6593204775023,6.881127450980393,61.948043266893535,Emerging,True,2018-05-02,1,2018-05-03,1.0
8Ep2uQs6dGo,2018-02-03,48688,2889,178,,,,,6.2992934604009205,,89.01041666666667,,,,89.01041666666667,,,False,2018-02-03,0,2018-02-04,1.0
8Ep2uQs6dGo,2018-02-04,126244,4724,276,48688.0,77556.0,159.29181728557344,1.5929181728557344,3.9605842653908305,95.64126109580656,79.94178921568627,90.93141953177047,Viral,95.64126109580656,79.94178921568627,89.36147234375844,Hot,True,2018-02-03,1,2018-02-04,1.0
8Ep2uQs6dGo,2018-02-05,158561,5489,310,126244.0,32317.0,25.598840340927094,0.2559884034092709,3.657267550028065,48.246097337006425,78.2720588235294,57.25388578296332,Growing,48.246097337006425,78.2720588235294,60.25648193161562,Emerging,True,2018-02-03,2,2018-02-04,1.0
8Ep2uQs6dGo,2018-02-06,175528,5917,345,158561.0,16967.0,10.700613643960368,0.10700613643960369,3.5675219907934914,20.110192837465565,77.77879901960785,37.41077469210825,Normal,20.110192837465565,77.77879901960785,43.17763531032248,Growing,False,2018-02-03,3,2018-02-04,1.0
8EuXrHC4l3s,2018-03-05,300907,31884,1921,,,,,11.234368093796423,,97.33149509803921,,,,97.33149509803921,,,False,2018-03-05,0,2018-03-06,1.0
8EuXrHC4l3s,2018-03-06,442989,37380,2102,300907.0,142082.0,47.21791118186018,0.47217911181860184,8.912636656892158,69.04193449647995,94.64460784313725,76.72273650047714,Hot,69.04193449647995,94.64460784313725,79.28300383514286,Emerging,True,2018-03-05,1,2018-03-06,1.0
8EuXrHC4l3s,2018-03-07,511231,39523,2216,442989.0,68242.0,15.404897187063336,0.15404897187063335,8.164411000115408,30.358126721763085,93.49264705882354,49.29848282288122,Growing,30.358126721763085,93.49264705882354,55.61193485658727,Growing,False,2018-03-05,2,2018-03-06,1.0
8GOk8Ci3kn4,2018-03-28,3102603,127124,7556,,,,,4.340871197507383,,81.71262254901961,,,,81.71262254901961,,,False,2018-03-28,0,2018-03-29,1.0
8GOk8Ci3kn4,2018-03-28,3102603,127125,7556,3102603.0,0.0,0.0,0.0,4.340903428508256,1.144781144781145,81.7156862745098,25.316052683699745,Normal,1.144781144781145,81.7156862745098,33.37314319667261,Normal,False,2018-03-28,0,2018-03-29,1.0
8GOk8Ci3kn4,2018-03-29,4747589,159405,8812,3102603.0,1644986.0,53.01954520123909,0.5301954520123909,3.5432089846025,72.85583103764922,77.65012254901961,74.29411849106035,Hot,72.85583103764922,77.65012254901961,74.77354764219737,Emerging,True,2018-03-28,1,2018-03-29,1.0
8GOk8Ci3kn4,2018-03-30,5810830,175365,9451,4747589.0,1063241.0,22.395388480342337,0.22395388480342338,3.1805439154131165,43.40985613712887,75.3155637254902,52.98156841363726,Growing,43.40985613712887,75.3155637254902,56.17213917247339,Growing,False,2018-03-28,2,2018-03-29,1.0
8GOk8Ci3kn4,2018-03-30,5810830,175366,9451,5810830.0,0.0,0.0,0.0,3.180561124658612,1.144781144781145,75.31862745098039,23.39693503664092,Normal,1.144781144781145,75.31862745098039,30.814319667260843,Normal,False,2018-03-28,2,2018-03-29,1.0
8GOk8Ci3kn4,2018-03-31,6523871,185531,9867,5810830.0,713041.0,12.270897617035777,0.12270897617035777,2.99512360069658,23.617998163452707,74.04411764705883,38.745834008534544,Normal,23.617998163452707,74.04411764705883,43.78844595689516,Growing,False,2018-03-28,3,2018-03-29,1.0
8GOk8Ci3kn4,2018-04-01,7045612,192562,10113,6523871.0,521741.0,7.997414418525444,0.07997414418525443,2.8766131316910437,13.976124885215793,73.21384803921569,31.747441831415763,Normal,13.976124885215793,73.21384803921569,37.67121414681576,Normal,False,2018-03-28,4,2018-03-29,1.0
8GOk8Ci3kn4,2018-04-02,7438645,196967,10267,7045612.0,393033.0,5.578408234799191,0.05578408234799191,2.7859106060310714,8.882767064585247,72.51838235294117,27.973451651092024,Normal,8.882767064585247,72.51838235294117,34.33701317992762,Normal,False,2018-03-28,5,2018-03-29,1.0
8GU6OvvJd7U,2018-01-18,306596,20606,4461,,,,,8.17590575219507,,93.5171568627451,,,,93.5171568627451,,,False,2018-01-18,0,2018-01-19,1.0
8GU6OvvJd7U,2018-01-19,382085,22265,4888,306596.0,75489.0,24.621651945883183,0.24621651945883183,7.106533886438882,46.862565044383224,91.16115196078431,60.15214111930355,Hot,46.862565044383224,91.16115196078431,64.58199981094366,Emerging,True,2018-01-18,1,2018-01-19,1.0
8GU6OvvJd7U,2018-01-20,424821,23255,5079,382085.0,42736.0,11.18494575814282,0.11184945758142821,6.669632621739509,21.218243036424855,90.0030637254902,41.85368924314446,Growing,21.218243036424855,90.0030637254902,48.732171312050994,Growing,False,2018-01-18,2,2018-01-19,1.0
8HYnsLpuTv4,2018-04-22,120474,18726,2358,,,,,17.500871557348475,,99.54044117647058,,,,99.54044117647058,,,False,2018-04-22,0,2018-04-23,1.0
8HYnsLpuTv4,2018-04-23,248514,27011,2959,120474.0,128040.0,106.28019323671498,1.0628019323671498,12.05968275429151,90.65197428833793,97.97794117647058,92.84976435477772,Viral,90.65197428833793,97.97794117647058,93.58236104359099,Hot,True,2018-04-22,1,2018-04-23,1.0
8JXyp9uin9g,2018-05-23,22148,3089,201,,,,,14.854614412136534,,99.11151960784314,,,,99.11151960784314,,,False,2018-05-23,0,2018-05-24,1.0
8JXyp9uin9g,2018-05-24,48015,4065,272,22148.0,25867.0,116.79158389019324,1.1679158389019324,9.032593981047588,92.1334557698194,94.84987745098039,92.9483822741677,Viral,92.1334557698194,94.84987745098039,93.2200244422838,Hot,True,2018-05-23,1,2018-05-24,1.0
8LKTQyksns8,2018-03-16,35012,4424,464,,,,,13.960927681937621,,98.89705882352942,,,,98.89705882352942,,,False,2018-03-16,0,2018-03-17,1.0
8LKTQyksns8,2018-03-17,51367,5436,548,35012.0,16355.0,46.712555695190225,0.4671255569519023,11.649502598944848,68.61952861952862,97.68995098039215,77.34065532778769,Hot,68.61952861952862,97.68995098039215,80.24769756387403,Hot,True,2018-03-16,1,2018-03-17,1.0
8MwQRieuPac,2018-03-05,99375,4733,451,,,,,5.216603773584906,,85.29411764705883,,,,85.29411764705883,,,False,2018-03-05,0,2018-03-06,1.0
8MwQRieuPac,2018-03-06,924868,18582,723,99375.0,825493.0,830.6847798742139,8.306847798742139,2.0873248939308096,99.95102540557086,66.04166666666667,89.77821778389959,Viral,99.95102540557086,66.04166666666667,86.3872819100092,Hot,True,2018-03-05,1,2018-03-06,1.0
8MwQRieuPac,2018-03-07,1399015,20593,808,924868.0,474147.0,51.26645099625028,0.5126645099625028,1.5297191238121106,71.643709825528,58.93382352941177,67.83074393669312,Hot,71.643709825528,58.93382352941177,66.5597553070815,Emerging,True,2018-03-05,2,2018-03-06,1.0
8MwQRieuPac,2018-03-08,1473895,21654,899,1399015.0,74880.0,5.352337180087419,0.053523371800874193,1.5301632748601495,8.44811753902663,58.943014705882355,23.596586689083345,Normal,8.44811753902663,58.943014705882355,28.64607640576892,Normal,False,2018-03-05,3,2018-03-06,1.0
8MwQRieuPac,2018-03-09,1542835,22389,898,1473895.0,68940.0,4.677402392979147,0.04677402392979147,1.5093642547647674,7.1380471380471375,58.55085784313725,22.56189034957417,Normal,7.1380471380471375,58.55085784313725,27.703171420083187,Normal,False,2018-03-05,4,2018-03-06,1.0
8NCEbzpdUMY,2018-05-23,15674,2207,51,,,,,14.406022712772746,,99.01960784313727,,,,99.01960784313727,,,False,2018-05-23,0,2018-05-24,1.0
8NCEbzpdUMY,2018-05-24,34719,3027,103,15674.0,19045.0,121.50695419165496,1.2150695419165496,9.015236613957775,92.73339455157637,94.81311274509804,93.35731000963285,Viral,92.73339455157637,94.81311274509804,93.56528182898504,Hot,True,2018-05-23,1,2018-05-24,1.0
8NHxiPrukS0,2017-11-20,29279,852,230,,,,,3.6954814030533827,,78.48039215686275,,,,78.48039215686275,,,False,2017-11-20,0,2017-11-21,1.0
8NHxiPrukS0,2017-11-21,38799,888,263,29279.0,9520.0,32.514771679360635,0.3251477167936063,2.966571303384108,56.38200183654729,73.87867647058823,61.63100422675957,Hot,56.38200183654729,73.87867647058823,63.380671690163666,Emerging,True,2017-11-20,1,2017-11-21,1.0
8Nr7q7-3qOw,2018-02-27,144118,9767,571,,,,,7.173288555211702,,91.33578431372548,,,,91.33578431372548,,,False,2018-02-27,0,2018-02-28,1.0
8Nr7q7-3qOw,2018-02-28,303747,13901,812,144118.0,159629.0,110.76270833622448,1.1076270833622448,4.84383384856476,91.31925313743496,83.86029411764706,89.08156543149857,Viral,91.31925313743496,83.86029411764706,88.3356695295198,Hot,True,2018-02-27,1,2018-02-28,1.0
8Nr7q7-3qOw,2018-03-01,375955,15457,905,303747.0,72208.0,23.772415859251282,0.23772415859251284,4.352116609700629,45.5769819406183,81.75857843137256,56.43146088784458,Growing,45.5769819406183,81.75857843137256,60.04962053692,Emerging,True,2018-02-27,2,2018-02-28,1.0
8ObjsIdOzR0,2018-02-03,394420,5305,338,,,,,1.430708381927894,,57.294730392156865,,,,57.294730392156865,,,False,2018-02-03,0,2018-02-04,1.0
8ObjsIdOzR0,2018-02-04,812583,9340,520,394420.0,418163.0,106.01972516606664,1.0601972516606664,1.2134145065796356,90.60299969390879,53.376225490196084,79.43496743279496,Hot,90.60299969390879,53.376225490196084,75.71229001242371,Emerging,True,2018-02-03,1,2018-02-04,1.0
8ObjsIdOzR0,2018-02-05,1380185,15164,729,812583.0,567602.0,69.85157208555925,0.6985157208555925,1.151512297264497,81.25497398224671,52.012867647058826,72.48234208169035,Hot,81.25497398224671,52.012867647058826,69.55813144817155,Emerging,True,2018-02-03,2,2018-02-04,1.0
8ObjsIdOzR0,2018-02-06,2266765,23205,967,1380185.0,886580.0,64.2363161460239,0.642363161460239,1.0663655032612556,78.89194980104071,49.97549019607843,70.21701191955202,Hot,78.89194980104071,49.97549019607843,67.3253659590558,Emerging,True,2018-02-03,3,2018-02-04,1.0
8ObjsIdOzR0,2018-02-07,2895347,28775,1137,2266765.0,628582.0,27.730355815446238,0.2773035581544624,1.0331058764286285,50.939700030609124,49.111519607843135,50.39124590377933,Growing,50.939700030609124,49.111519607843135,50.20842786150273,Growing,False,2018-02-03,4,2018-02-04,1.0
8OwO2zyz55U,2018-01-25,314439,7191,614,,,,,2.482198455026253,,70.11335784313727,,,,70.11335784313727,,,False,2018-01-25,0,2018-01-26,1.0
8OwO2zyz55U,2018-01-26,707093,10224,861,314439.0,392654.0,124.87445895706321,1.2487445895706322,1.567686287376625,93.14967860422406,59.53737745098039,83.06598825825095,Viral,93.14967860422406,59.53737745098039,79.7047581429266,Emerging,True,2018-01-25,1,2018-01-26,1.0
8OwO2zyz55U,2018-01-27,903882,11263,919,707093.0,196789.0,27.830709680339076,0.2783070968033908,1.3477422937949866,51.03152739516376,55.943627450980394,52.50515741190874,Growing,51.03152739516376,55.943627450980394,52.99636741749041,Growing,False,2018-01-25,2,2018-01-26,1.0
8OwO2zyz55U,2018-01-28,1065449,12381,1005,903882.0,161567.0,17.874788965816336,0.17874788965816335,1.2563717268494317,35.35353535353536,54.310661764705884,41.04067327688651,Growing,35.35353535353536,54.310661764705884,42.936385918003566,Growing,False,2018-01-25,3,2018-01-26,1.0
8OwO2zyz55U,2018-01-29,1244424,13280,1079,1065449.0,178975.0,16.798082310837966,0.16798082310837967,1.1538671706749468,33.24762779308234,52.05575980392156,38.8900673963341,Normal,33.24762779308234,52.05575980392156,40.77088059741803,Growing,False,2018-01-25,4,2018-01-26,1.0
8PYhr24iiCI,2017-11-30,103725,149,16,,,,,0.15907447577729572,,4.632352941176471,,,,4.632352941176471,,,False,2017-11-30,0,2017-12-02,2.0
8PYhr24iiCI,2017-12-02,332396,505,22,103725.0,228671.0,220.45890576042422,2.204589057604242,0.1585458308764245,97.94306703397612,4.595588235294118,69.93882339437151,Hot,97.94306703397612,4.595588235294118,60.604075514503315,Emerging,True,2017-11-30,2,2017-12-02,2.0
8PYhr24iiCI,2017-12-03,481137,701,19,332396.0,148741.0,44.748131746471074,0.44748131746471076,0.14964552715754556,67.25436179981634,4.16360294117647,48.327134142224374,Growing,67.25436179981634,4.16360294117647,42.01805825636039,Growing,False,2017-11-30,3,2017-12-02,2.0
8S79QKPHDpg,2018-02-13,1224664,49331,1799,,,,,4.175022700103865,,80.98958333333334,,,,80.98958333333334,,,False,2018-02-13,0,2018-02-14,1.0
8S79QKPHDpg,2018-02-14,1886337,58799,2118,1224664.0,661673.0,54.028941815877666,0.5402894181587766,3.2293805401685916,73.52923171104989,75.61274509803921,74.15428572714669,Hot,73.52923171104989,75.61274509803921,74.36263706584562,Emerging,True,2018-02-13,1,2018-02-14,1.0
8Svg8GG4gHw,2018-06-06,144459,18831,322,,,,,13.258433188655605,,98.62438725490196,,,,98.62438725490196,,,False,2018-06-06,0,2018-06-07,1.0
8Svg8GG4gHw,2018-06-07,252923,31872,402,144459.0,108464.0,75.0828954928388,0.750828954928388,12.76040534075588,83.3425160697888,98.37928921568627,87.85354801355804,Viral,83.3425160697888,98.37928921568627,89.35722532814779,Hot,True,2018-06-06,1,2018-06-07,1.0
8Svg8GG4gHw,2018-06-08,316878,36196,425,252923.0,63955.0,25.28635197273478,0.25286351972734783,11.556813663302595,47.82981328435874,97.61335784313725,62.76487665199229,Hot,47.82981328435874,97.61335784313725,67.74323110787014,Emerging,True,2018-06-06,2,2018-06-07,1.0
8Sw6rJgT9_M,2017-12-04,40503,3053,399,,,,,8.522825469718292,,94.07781862745098,,,,94.07781862745098,,,False,2017-12-04,0,2017-12-05,1.0
8Sw6rJgT9_M,2017-12-05,62322,3583,454,40503.0,21819.0,53.87008369750389,0.5387008369750389,6.47764834247938,73.40679522497705,89.56495098039215,78.25424195160157,Hot,73.40679522497705,89.56495098039215,79.87005752714309,Emerging,True,2017-12-04,1,2017-12-05,1.0
8UJiXIJiWtQ,2018-03-20,254246,23719,1788,,,,,10.032409556099212,,96.14583333333333,,,,96.14583333333333,,,False,2018-03-20,0,2018-03-21,1.0
8UJiXIJiWtQ,2018-03-21,370064,27472,1994,254246.0,115818.0,45.553519032747815,0.45553519032747813,7.962406502659,67.82369146005509,93.05759803921568,75.39386343380326,Hot,67.82369146005509,93.05759803921568,77.91725409171931,Emerging,True,2018-03-20,1,2018-03-21,1.0
8UJiXIJiWtQ,2018-03-22,432780,29035,2069,370064.0,62716.0,16.94733883868736,0.16947338838687362,7.187023429918203,33.59657177838996,91.36642156862746,50.927526715461205,Growing,33.59657177838996,91.36642156862746,56.704511694484964,Growing,False,2018-03-20,2,2018-03-21,1.0
8V08Gu1DOgE,2018-01-03,2130659,28119,2933,,,,,1.4573894743363438,,57.70833333333333,,,,57.70833333333333,,,False,2018-01-03,0,2018-01-04,1.0
8V08Gu1DOgE,2018-01-04,3322130,35099,4030,2130659.0,1191471.0,55.92030446918066,0.5592030446918066,1.177828682200877,74.5515763697582,52.616421568627445,67.97102992941896,Hot,74.5515763697582,52.616421568627445,65.7775144493059,Emerging,True,2018-01-03,1,2018-01-04,1.0
8YQnIsREZTk,2018-04-03,433640,2880,182,,,,,0.7061156719859791,,37.95649509803922,,,,37.95649509803922,,,False,2018-04-03,0,2018-04-04,1.0
8YQnIsREZTk,2018-04-04,913728,4895,323,433640.0,480088.0,110.71118900470435,1.1071118900470436,0.5710671009315682,91.29476584022038,30.4656862745098,73.0460419705072,Hot,91.29476584022038,30.4656862745098,66.96313401393614,Emerging,True,2018-04-03,1,2018-04-04,1.0
8YQnIsREZTk,2018-04-05,1160637,5652,338,913728.0,246909.0,27.022155389787773,0.2702215538978777,0.5160959025087086,49.97857361493725,27.040441176470587,43.09713388339724,Growing,49.97857361493725,27.040441176470587,40.80332063955058,Growing,False,2018-04-03,2,2018-04-04,1.0
8YQnIsREZTk,2018-04-06,1276363,5983,328,1160637.0,115726.0,9.970903908801805,0.09970903908801805,0.4944518134731264,18.50627486991123,25.741421568627448,20.676818879526095,Normal,18.50627486991123,25.741421568627448,21.40033354939772,Normal,False,2018-04-03,3,2018-04-04,1.0
8YQnIsREZTk,2018-04-07,1325152,6106,335,1276363.0,48789.0,3.8225019058057934,0.03822501905805793,0.4860574485040207,5.589225589225589,25.26654411764706,11.49242114775203,Normal,5.589225589225589,25.26654411764706,13.460153000594179,Normal,False,2018-04-03,4,2018-04-04,1.0
8YYZGAxlJaI,2018-01-27,38448,260,31,,,,,0.7568664169787765,,40.122549019607845,,,,40.122549019607845,,,False,2018-01-27,0,2018-01-28,1.0
8YYZGAxlJaI,2018-01-28,181761,719,76,38448.0,143313.0,372.7450062421973,3.727450062421973,0.4373875583871128,99.51637588001225,22.120098039215684,76.29749252777327,Hot,99.51637588001225,22.120098039215684,68.55786474369361,Emerging,True,2018-01-27,1,2018-01-28,1.0
8YYZGAxlJaI,2018-01-29,234459,849,97,181761.0,52698.0,28.99301830425669,0.2899301830425669,0.40348205869682974,52.39057239057239,19.72426470588235,42.590680085165374,Growing,52.39057239057239,19.72426470588235,39.324049316696374,Normal,False,2018-01-27,2,2018-01-28,1.0
8YaF2m7hCx0,2018-01-15,787060,26565,2814,,,,,3.7327522679338294,,78.72242647058823,,,,78.72242647058823,,,False,2018-01-15,0,2018-01-16,1.0
8YaF2m7hCx0,2018-01-16,4202206,89263,10654,787060.0,3415146.0,433.9117729270958,4.339117729270958,2.3777273175089464,99.70615243342516,69.03492647058823,90.50478464457407,Viral,99.70615243342516,69.03492647058823,87.43766204829039,Hot,True,2018-01-15,1,2018-01-16,1.0
8YaF2m7hCx0,2018-01-17,6718583,128369,14221,4202206.0,2516377.0,59.8822856375913,0.598822856375913,2.122322519495554,76.67584940312213,66.42463235294119,73.60048428806783,Hot,76.67584940312213,66.42463235294119,72.57536258304975,Emerging,True,2018-01-15,2,2018-01-16,1.0
8YaF2m7hCx0,2018-01-18,8401536,148956,16973,6718583.0,1682953.0,25.049225409584135,0.25049225409584136,1.9749840981458626,47.51760024487297,64.8406862745098,52.71452605376402,Growing,47.51760024487297,64.8406862745098,54.4468346567277,Growing,False,2018-01-15,3,2018-01-16,1.0
8YaF2m7hCx0,2018-01-19,9520025,159514,18160,8401536.0,1118489.0,13.312910877249113,0.13312910877249112,1.8663186283649467,25.944291398836857,63.53860294117647,37.22258486153874,Normal,25.944291398836857,63.53860294117647,40.9820160157727,Growing,False,2018-01-15,4,2018-01-16,1.0
8YcNzCWcwT8,2018-03-05,48314,2612,208,,,,,5.836817485614936,,87.46017156862746,,,,87.46017156862746,,,False,2018-03-05,0,2018-03-06,1.0
8YcNzCWcwT8,2018-03-06,172032,6179,366,48314.0,123718.0,256.07070414372646,2.5607070414372646,3.8045247395833335,98.57973676155495,79.09926470588235,92.73559514485316,Viral,98.57973676155495,79.09926470588235,90.78754793928591,Hot,True,2018-03-05,1,2018-03-06,1.0
8Zh37Q2LzZk,2018-03-28,33119,1833,206,,,,,6.156586853467798,,88.56311274509804,,,,88.56311274509804,,,False,2018-03-28,0,2018-03-29,1.0
8Zh37Q2LzZk,2018-03-29,56625,2398,214,33119.0,23506.0,70.97436516803045,0.7097436516803044,4.61280353200883,81.83042546678911,82.89522058823529,82.14986400322296,Viral,81.83042546678911,82.89522058823529,82.25634351536758,Hot,True,2018-03-28,1,2018-03-29,1.0
